date,trans_amount,date_id,item_id,user_id
2011-12-30,72,228,0,233
2011-06-25,45,40,0,234
2014-02-16,63,1007,0,235
2014-09-20,74,1223,0,236
2014-04-29,56,1079,0,237
2012-08-28,79,470,0,238
2014-05-20,79,1100,0,239
2014-01-21,55,981,0,240
2014-03-02,40,1021,0,200
2012-12-19,97,583,0,241
2013-04-18,88,703,0,242
2014-07-05,72,1146,0,243
2014-12-21,36,1315,0,244
2014-01-30,58,990,0,245
2015-01-01,45,1326,0,246
2014-03-25,77,1044,0,247
2012-11-08,101,542,0,248
2011-06-03,89,18,0,249
2013-04-20,51,705,0,250
2014-10-23,39,1256,0,251
2014-11-09,104,1273,0,252
2015-02-23,57,1379,0,253
2013-12-01,104,930,0,254
2013-03-27,96,681,0,255
2012-12-29,85,593,0,256
2013-01-19,98,614,0,257
2014-05-09,48,1089,0,258
2013-03-19,36,673,0,206
2011-09-27,43,134,0,259
2012-03-27,68,316,0,260
2014-03-04,98,1023,0,261
2014-12-15,40,1309,0,262
2014-01-13,77,973,0,263
2012-09-26,85,499,0,264
2014-04-12,72,1062,0,265
2012-02-22,70,282,0,266
2013-06-23,70,769,0,267
2012-09-17,99,490,0,268
2013-11-01,92,900,0,269
2014-10-06,62,1239,0,270
2014-02-01,39,992,0,271
2011-12-24,91,222,0,272
2012-09-15,39,488,0,273
2014-12-16,58,1310,0,274
2013-05-16,73,731,0,275
2012-03-29,75,318,0,276
2011-09-15,105,122,0,277
2014-09-17,48,1220,0,278
2011-12-28,102,226,0,279
2013-03-20,37,674,0,280
2011-06-12,83,27,0,281
2013-12-16,44,945,0,282
2012-07-26,54,437,0,283
2015-01-05,79,1330,0,284
2015-01-03,92,1328,0,285
2015-03-07,84,1391,0,286
2013-01-05,55,600,0,287
2014-08-13,55,1185,0,288
2013-03-25,84,679,0,289
2013-03-22,70,676,0,290
2012-01-07,47,236,0,291
2014-07-13,98,1154,0,292
2012-04-11,72,331,0,293
2012-08-04,71,446,0,294
2013-09-14,37,852,0,295
2013-08-23,66,830,0,296
2014-07-20,69,1161,0,297
2014-03-22,104,1041,0,298
2013-01-09,76,604,0,299
2011-11-23,58,191,0,300
2014-12-16,93,1310,0,301
2014-08-27,71,1199,0,302
2012-10-04,100,507,0,303
2012-08-20,73,462,0,304
2014-04-05,77,1055,0,305
2011-06-02,51,17,0,306
2014-09-25,89,1228,0,121
2011-12-25,100,223,0,307
2014-05-24,46,1104,0,308
2011-08-19,81,95,0,309
2013-10-05,104,873,0,310
2012-11-18,87,552,0,311
2011-07-05,54,50,0,312
2013-04-13,104,698,0,313
2014-10-29,104,1262,0,314
2015-01-08,77,1333,0,315
2013-06-04,95,750,0,316
2014-12-21,59,1315,0,317
2013-08-06,35,813,0,318
2014-05-31,79,1111,0,319
2011-10-03,50,140,0,320
2012-02-20,90,280,0,2
2012-08-24,59,466,0,321
2013-04-19,85,704,0,322
2014-04-21,68,1071,0,323
2013-05-10,104,725,0,324
2014-09-16,39,1219,0,325
2013-12-24,39,953,0,326
2012-02-17,75,277,0,327
2012-07-25,86,436,0,328
2014-05-07,59,1087,0,329
2012-01-29,46,258,0,330
2013-07-24,100,800,0,331
2012-12-29,62,593,0,332
2012-07-25,46,436,0,74
2012-12-04,75,568,0,333
2013-11-02,95,901,0,334
2014-11-07,41,1271,0,335
2014-10-13,49,1246,0,336
2011-10-22,61,159,0,337
2012-01-16,64,245,0,338
2015-02-06,86,1362,0,339
2013-06-30,64,776,0,340
2011-09-11,58,118,0,334
2011-07-20,67,65,0,341
2013-09-02,99,840,0,342
2013-01-10,73,605,0,44
2012-07-22,90,433,0,343
2013-11-04,71,903,0,344
2013-10-25,101,893,0,345
2014-07-19,93,1160,0,346
2015-01-03,105,1328,0,347
2012-03-17,58,306,0,348
2013-06-10,100,756,0,349
2011-10-05,100,142,0,350
2015-02-05,63,1361,0,351
2014-08-30,63,1202,0,352
2012-09-08,77,481,0,353
2012-10-16,74,519,0,354
2011-05-20,47,4,0,355
2013-12-04,70,933,0,356
2012-12-25,51,589,0,357
2014-02-25,82,1016,0,358
2013-01-08,62,603,0,359
2011-10-16,93,153,0,360
2014-03-26,77,1045,0,361
2013-04-15,92,700,0,362
2013-11-30,77,929,0,363
2011-12-12,78,210,0,364
2015-01-17,38,1342,0,365
2011-08-13,99,89,0,366
2012-05-30,100,380,0,367
2011-12-13,96,211,0,368
2014-09-09,99,1212,0,369
2011-09-14,74,121,0,370
2012-09-03,74,476,0,371
2013-09-22,42,860,0,278
2012-09-29,55,502,0,372
2011-11-11,35,179,0,373
2013-11-16,53,915,0,316
2013-12-02,85,931,0,374
2013-06-27,86,773,0,375
2013-01-23,56,618,0,376
2012-01-18,97,247,0,377
2013-04-29,85,714,0,378
2012-03-02,100,291,0,379
2011-08-28,66,104,0,380
2012-06-17,37,398,0,381
2014-02-06,82,997,0,382
2014-04-10,40,1060,0,383
2014-04-25,83,1075,0,384
2013-11-03,43,902,0,385
2014-07-26,53,1167,0,148
2013-06-21,103,767,0,386
2013-07-27,65,803,0,387
2012-05-20,50,370,0,388
2014-04-29,37,1079,0,389
2014-05-01,67,1081,0,390
2013-11-17,67,916,0,391
2013-08-08,68,815,0,392
2014-09-27,78,1230,0,393
2014-02-10,43,1001,0,394
2013-05-16,82,731,0,395
2013-05-23,74,738,0,396
2012-11-19,75,553,0,397
2011-10-11,78,148,0,398
2012-04-29,53,349,0,399
2013-04-19,100,704,0,400
2011-08-30,53,106,0,401
2012-03-30,99,319,0,402
2012-07-29,47,440,0,403
2013-01-25,64,620,0,404
2012-11-25,64,559,0,405
2014-07-02,43,1143,0,406
2014-02-27,91,1018,0,407
2013-01-14,71,609,0,408
2013-10-02,58,870,0,409
2012-08-12,67,454,0,410
2014-09-07,67,1210,0,411
2013-07-22,78,798,0,412
2013-10-25,84,893,0,413
2012-07-25,40,436,0,236
2013-06-20,66,766,0,414
2013-11-14,105,913,0,415
2013-05-20,101,735,0,416
2012-06-02,57,383,0,417
2012-10-14,45,517,0,418
2011-12-18,84,216,0,419
2012-05-20,41,370,0,420
2012-05-18,96,368,0,421
2012-07-07,63,418,0,422
2013-12-03,83,932,0,423
2013-10-14,81,882,0,424
2013-08-05,84,812,0,425
2012-04-12,101,332,0,426
2012-01-04,84,233,0,427
2011-11-13,46,181,0,428
2013-02-28,58,654,0,429
2013-07-30,54,806,0,430
2014-05-19,62,1099,0,431
2014-07-10,71,1151,0,432
2014-05-23,96,1103,0,433
2011-07-23,70,68,0,434
2011-07-02,79,47,0,435
2013-05-05,51,720,0,436
2012-11-20,52,554,0,241
2014-07-07,81,1148,0,437
2013-08-29,66,836,0,438
2014-12-16,94,1310,0,439
2012-04-13,78,333,0,440
2012-01-04,92,233,0,441
2011-06-01,86,16,0,442
2013-07-01,58,777,0,443
2013-11-20,72,919,0,444
2012-06-09,83,390,0,445
2011-12-05,77,203,0,446
2012-03-29,105,318,0,447
2013-03-06,104,660,0,448
2013-02-15,48,641,0,449
2013-06-05,73,751,0,450
2013-12-04,87,933,0,451
2011-11-30,73,198,0,452
2011-12-23,76,221,0,453
2014-05-28,93,1108,0,454
2013-05-08,41,723,0,399
2011-07-15,93,60,0,455
2014-09-30,68,1233,0,456
2013-08-25,66,832,0,457
2013-07-05,58,781,0,458
2012-05-20,100,370,0,459
2012-11-10,88,544,0,460
2013-11-05,104,904,0,461
2012-11-20,83,554,0,462
2012-08-28,39,470,0,463
2012-02-27,35,287,0,464
2012-09-25,86,498,0,465
2014-01-29,92,989,0,51
2012-10-09,87,512,0,466
2012-05-17,72,367,0,288
2012-12-22,90,586,0,467
2012-11-21,99,555,0,468
2014-03-17,102,1036,0,296
2012-11-22,44,556,0,469
2014-12-28,86,1322,0,470
2012-03-31,95,320,0,471
2014-03-13,39,1032,0,472
2013-02-19,97,645,0,473
2014-04-21,77,1071,0,474
2012-09-27,73,500,0,475
2012-09-23,96,496,0,476
2011-11-10,83,178,0,477
2013-04-24,92,709,0,478
2012-10-15,82,518,0,479
2012-08-04,90,446,0,480
2014-09-29,94,1232,0,481
2013-08-27,61,834,0,482
2015-01-31,63,1356,0,483
2011-06-08,87,23,0,484
2012-06-02,60,383,0,485
2013-12-06,56,935,0,486
2011-12-11,51,209,0,487
2011-08-25,100,101,0,488
2011-08-20,87,96,0,489
2014-07-28,91,1169,0,490
2012-03-04,97,293,0,491
2012-09-04,44,477,0,492
2013-10-24,66,892,0,493
2014-03-25,48,1044,0,494
2011-11-13,88,181,0,495
2011-10-26,52,163,0,349
2013-12-23,97,952,0,496
2011-07-10,40,55,0,497
2014-01-29,69,989,0,498
2013-02-13,59,639,0,499
2013-02-10,74,636,0,500
2015-02-13,95,1369,0,501
2013-10-23,104,891,0,502
2014-05-29,67,1109,0,503
2012-08-21,40,463,0,504
2011-12-20,82,218,0,505
2012-11-17,51,551,0,506
2014-12-22,72,1316,0,45
2011-06-23,59,38,0,507
2012-07-20,85,431,0,328
2012-04-21,91,341,0,451
2013-05-28,83,743,0,508
2012-02-06,47,266,0,509
2013-01-27,82,622,0,99
2012-09-04,53,477,0,510
2013-01-05,102,600,0,511
2012-12-09,65,573,0,512
2014-10-29,104,1262,0,513
2011-11-03,84,171,0,514
2011-08-29,61,105,0,242
2013-06-20,63,766,0,515
2013-05-29,82,744,0,516
2012-06-17,63,398,0,517
2012-09-04,68,477,0,429
2012-06-28,53,409,0,518
2014-09-23,83,1226,0,519
2012-02-11,95,271,0,520
2011-10-16,75,153,0,521
2014-06-04,36,1115,0,522
2015-02-07,104,1363,0,523
2014-06-11,43,1122,0,524
2011-10-29,57,166,0,525
2012-10-16,59,519,0,416
2013-02-24,95,650,0,526
2012-07-28,35,439,0,527
2012-07-09,42,420,0,528
2012-10-15,103,518,0,529
2012-07-02,67,413,0,530
2015-02-03,38,1359,0,531
2012-01-21,73,250,0,532
2015-03-04,94,1388,0,533
2013-09-18,43,856,0,534
2014-01-16,85,976,0,308
2013-11-09,38,908,0,535
2014-11-07,80,1271,0,536
2014-12-28,61,1322,0,537
2014-01-25,93,985,0,366
2013-04-20,95,705,0,538
2011-07-26,89,71,0,539
2014-01-11,80,971,0,540
2011-11-28,66,196,0,541
2012-05-24,63,374,0,496
2014-09-26,36,1229,0,542
2013-03-30,68,684,0,543
2014-08-19,36,1191,0,544
2012-02-26,66,286,0,545
2013-01-25,61,620,0,546
2013-06-06,85,752,0,547
2015-01-07,98,1332,0,548
2012-02-23,92,283,0,549
2012-11-08,55,542,0,550
2014-08-11,90,1183,0,551
2012-05-23,60,373,0,552
2015-02-12,65,1368,0,553
2013-02-08,95,634,0,554
2014-02-03,96,994,0,555
2012-10-16,85,519,0,556
2014-05-18,60,1098,0,557
2015-02-28,78,1384,0,558
2011-09-29,77,136,0,313
2014-01-17,41,977,0,559
2011-09-27,48,134,0,560
2014-04-08,39,1058,0,561
2014-01-13,45,973,0,562
2012-10-12,55,515,0,563
2013-12-06,59,935,0,564
2015-01-19,82,1344,0,565
2014-09-06,97,1209,0,566
2014-07-24,103,1165,0,567
2012-11-02,82,536,0,568
2011-08-23,67,99,0,223
2015-02-07,64,1363,0,569
2013-02-28,93,654,0,570
2012-10-21,83,524,0,571
2014-08-17,61,1189,0,572
2014-04-30,59,1080,0,573
2012-05-15,66,365,0,574
2011-11-18,69,186,0,575
2011-06-14,60,29,0,576
2011-08-10,44,86,0,577
2013-07-16,67,792,0,578
2014-09-28,102,1231,0,579
2011-09-12,105,119,0,580
2012-12-01,63,565,0,351
2013-08-15,64,822,0,581
2013-01-22,40,617,0,582
2014-07-22,53,1163,0,583
2014-10-25,81,1258,0,584
2013-12-02,104,931,0,585
2014-04-23,105,1073,0,586
2012-07-27,39,438,0,587
2011-09-13,83,120,0,588
2013-01-18,48,613,0,589
2012-07-23,38,434,0,590
2015-02-23,89,1379,0,591
2014-10-31,53,1264,0,592
2013-08-03,92,810,0,182
2012-05-23,55,373,0,593
2011-10-03,98,140,0,594
2012-05-30,56,380,0,595
2013-08-27,57,834,0,596
2014-03-09,65,1028,0,597
2014-01-16,94,976,0,598
2012-03-23,82,312,0,599
2014-10-12,57,1245,0,600
2012-11-19,72,553,0,601
2011-11-21,54,189,0,602
2011-11-04,85,172,0,603
2012-03-19,104,308,0,604
2012-01-28,59,257,0,605
2014-03-17,87,1036,0,606
2012-08-08,72,450,0,430
2012-08-02,100,444,0,607
2014-12-01,41,1295,0,315
2013-02-27,65,653,0,608
2014-07-15,77,1156,0,609
2014-09-17,62,1220,0,610
2014-04-03,56,1053,0,611
2013-03-12,103,666,0,612
2013-05-05,86,720,0,613
2012-12-04,70,568,0,160
2013-12-02,89,931,0,614
2015-02-10,78,1366,0,615
2014-04-09,39,1059,0,616
2014-07-28,50,1169,0,617
2014-11-12,68,1276,0,274
2012-10-21,83,524,0,2
2015-01-30,93,1355,0,618
2011-05-27,61,11,0,619
2012-12-20,99,584,0,620
2013-03-02,87,656,0,621
2012-06-23,70,404,0,622
2015-01-08,74,1333,0,623
2014-04-01,91,1051,0,154
2014-11-28,96,1292,0,624
2014-12-29,65,1323,0,625
2011-12-31,85,229,0,626
2013-04-07,98,692,0,627
2014-10-06,85,1239,0,628
2015-02-20,43,1376,0,629
2013-05-13,88,728,0,630
2014-06-01,39,1112,0,631
2011-11-21,75,189,0,632
2011-08-17,93,93,0,633
2014-12-14,83,1308,0,634
2013-02-12,41,638,0,635
2014-02-08,56,999,0,636
2012-01-23,82,252,0,637
2012-04-17,51,337,0,638
2011-12-25,87,223,0,639
2015-02-10,54,1366,0,640
2012-12-21,35,585,0,641
2013-07-03,73,779,0,642
2011-09-19,77,126,0,643
2013-02-18,84,644,0,644
2011-10-17,71,154,0,221
2012-06-08,50,389,0,645
2014-09-16,55,1219,0,646
2014-02-16,77,1007,0,647
2013-08-05,103,812,0,648
2012-10-31,104,534,0,649
2011-09-27,57,134,0,650
2012-12-22,49,586,0,651
2014-03-23,45,1042,0,652
2012-11-20,61,554,0,653
2012-07-31,49,442,0,654
2013-03-29,102,683,0,655
2014-12-06,64,1300,0,656
2012-11-27,100,561,0,657
2014-05-07,75,1087,0,103
2012-12-23,59,587,0,383
2012-01-28,42,257,0,658
2013-04-02,87,687,0,390
2011-05-31,60,15,0,659
2013-03-29,94,683,0,23
2012-12-30,93,594,0,157
2013-02-19,50,645,0,660
2014-09-23,104,1226,0,661
2011-08-17,100,93,0,662
2015-02-15,49,1371,0,663
2014-04-27,62,1077,0,664
2012-02-25,88,285,0,665
2013-09-22,86,860,0,666
2012-07-02,43,413,0,667
2012-01-11,55,240,0,25
2012-08-25,86,467,0,85
2014-01-14,61,974,0,668
2012-10-12,57,515,0,154
2012-08-21,68,463,0,669
2014-01-06,73,966,0,670
2013-05-24,74,739,0,671
2013-04-23,94,708,0,672
2015-01-28,102,1353,0,673
2012-03-02,48,291,0,674
2011-05-22,45,6,0,675
2013-04-01,54,686,0,31
2014-07-03,76,1144,0,676
2014-07-06,95,1147,0,677
2013-05-21,64,736,0,678
2012-04-07,38,327,0,679
2013-02-21,98,647,0,298
2013-09-08,73,846,0,680
2014-03-30,53,1049,0,681
2011-06-13,46,28,0,158
2012-08-21,93,463,0,682
2014-09-23,95,1226,0,429
2013-08-27,98,834,0,683
2012-01-25,64,254,0,684
2011-09-03,91,110,0,685
2013-06-30,99,776,0,686
2012-12-31,104,595,0,687
2012-06-20,56,401,0,688
2014-01-15,94,975,0,689
2013-10-02,38,870,0,690
2013-04-30,48,715,0,691
2011-08-01,78,77,0,671
2014-09-12,37,1215,0,692
2012-07-22,47,433,0,152
2012-07-30,86,441,0,693
2012-11-20,51,554,0,694
2015-01-13,85,1338,0,40
2012-10-26,80,529,0,695
2012-11-17,80,551,0,696
2012-04-12,55,332,0,697
2014-10-07,101,1240,0,698
2012-02-05,87,265,0,699
2012-11-01,70,535,0,700
2013-11-13,77,912,0,701
2013-11-25,84,924,0,702
2012-05-25,81,375,0,703
2011-05-21,71,5,0,704
2011-08-16,99,92,0,705
2015-01-21,53,1346,0,706
2011-12-29,80,227,0,408
2013-10-12,37,880,0,707
2014-07-03,49,1144,0,708
2011-05-29,73,13,0,709
2013-06-16,81,762,0,710
2013-08-17,68,824,0,711
2012-12-19,62,583,0,712
2013-07-01,38,777,0,713
2014-02-21,55,1012,0,714
2013-10-17,36,885,0,715
2013-10-30,90,898,0,716
2011-08-02,69,78,0,367
2012-09-21,70,494,0,717
2014-02-03,65,994,0,634
2014-12-16,85,1310,0,718
2013-12-05,101,934,0,719
2014-04-20,40,1070,0,630
2013-07-18,80,794,0,720
2014-06-22,50,1133,0,721
2012-08-05,78,447,0,722
2012-12-04,38,568,0,723
2013-12-19,86,948,0,724
2015-02-07,75,1363,0,725
2012-03-14,86,303,0,726
2013-06-01,64,747,0,727
2012-11-29,52,563,0,728
2011-08-07,56,83,0,729
2014-11-15,75,1279,0,730
2013-01-21,43,616,0,540
2011-12-26,87,224,0,731
2013-02-09,51,635,0,732
2013-04-19,76,704,0,733
2012-05-20,38,370,0,734
2014-08-01,91,1173,0,167
2012-11-25,65,559,0,735
2012-03-02,97,291,0,736
2013-09-11,47,849,0,737
2011-10-25,49,162,0,738
2011-09-11,101,118,0,382
2013-01-21,50,616,0,739
2015-03-01,100,1385,0,740
2012-02-26,65,286,0,741
2014-08-21,42,1193,0,599
2013-10-01,50,869,0,742
2011-06-12,51,27,0,743
2012-04-30,86,350,0,239
2014-07-20,40,1161,0,744
2014-01-01,88,961,0,745
2014-12-04,94,1298,0,746
2014-02-13,102,1004,0,747
2014-02-04,88,995,0,748
2012-12-23,38,587,0,749
2012-04-07,81,327,0,750
2014-01-13,49,973,0,751
2013-06-12,36,758,0,381
2011-11-02,85,170,0,123
2012-05-29,37,379,0,752
2012-05-23,60,373,0,753
2014-08-03,78,1175,0,486
2012-02-05,55,265,0,754
2014-12-19,75,1313,0,755
2014-06-15,60,1126,0,756
2012-03-15,53,304,0,757
2012-12-12,99,576,0,758
2012-04-10,85,330,0,759
2012-09-26,93,499,0,760
2011-07-21,54,66,0,761
2013-03-09,39,663,0,762
2013-09-26,71,864,0,763
2015-01-29,65,1354,0,764
2012-03-19,100,308,0,765
2011-12-15,62,213,0,766
2012-10-16,60,519,0,767
2014-09-29,61,1232,0,588
2013-04-21,90,706,0,768
2013-09-24,65,862,0,21
2015-01-04,83,1329,0,769
2014-08-02,56,1174,0,770
2011-07-19,69,64,0,566
2014-04-15,35,1065,0,771
2012-05-28,37,378,0,772
2014-04-12,73,1062,0,773
2014-10-07,84,1240,0,774
2014-02-12,45,1003,0,260
2014-04-30,83,1080,0,775
2014-09-30,77,1233,0,776
2012-02-02,45,262,0,777
2013-11-08,53,907,0,778
2013-12-24,103,953,0,779
2012-07-31,72,442,0,780
2012-09-28,78,501,0,781
2012-10-19,46,522,0,782
2011-06-10,71,25,0,783
2014-10-09,102,1242,0,784
2011-07-29,97,74,0,785
2012-09-29,93,502,0,786
2012-11-06,67,540,0,787
2015-01-27,38,1352,0,788
2013-02-13,79,639,0,113
2012-05-26,48,376,0,789
2013-01-05,96,600,0,790
2013-09-21,88,859,0,791
2014-02-15,41,1006,0,792
2011-10-03,73,140,0,793
2012-06-21,84,402,0,794
2012-11-03,88,537,0,795
2013-03-21,59,675,0,50
2015-03-03,38,1387,0,796
2011-11-02,35,170,0,797
2013-04-16,102,701,0,798
2011-07-12,100,57,0,799
2013-03-11,89,665,0,800
2015-02-26,63,1382,0,801
2015-02-28,48,1384,0,802
2011-11-20,79,188,0,803
2013-11-02,97,901,0,796
2014-05-23,69,1103,0,804
2012-07-14,62,425,0,805
2011-12-29,57,227,0,806
2015-02-14,49,1370,0,807
2013-08-20,97,827,0,808
2012-01-21,72,250,0,809
2012-01-31,59,260,0,810
2013-11-23,64,922,0,811
2013-02-16,52,642,0,812
2014-08-28,87,1200,0,813
2013-04-11,77,696,0,814
2014-06-04,78,1115,0,815
2012-06-15,42,396,0,816
2014-02-11,67,1002,0,817
2012-10-29,97,532,0,818
2012-08-26,39,468,0,819
2012-06-08,41,389,0,820
2014-02-20,77,1011,0,821
2013-12-27,68,956,0,822
2013-11-19,77,918,0,823
2013-03-13,39,667,0,824
2011-10-29,46,166,0,119
2011-05-25,53,9,0,825
2014-12-20,99,1314,0,45
2011-06-19,100,34,0,826
2014-08-03,56,1175,0,827
2014-01-07,79,967,0,828
2013-05-12,80,727,0,829
2012-07-12,59,423,0,830
2014-10-25,71,1258,0,831
2014-02-06,52,997,0,701
2011-09-08,88,115,0,821
